id;key;value;type
214380710;Nome;Avenida Doutor Mauro Lindemberg Monteiro;
214380710;Sentido único;Sim;
214380710;Superfície;Pavimentado;
214380711;Rodovia;Secondário;
214380711;Sentido único;Sim;
214444351;Ponte;viaduct;
214444351;Rodovia;Secondário;
214444351;Camadas;1;
214444351;Sentido único;Sim;
214444353;Ponte;viaduct;
214444353;Rodovia;Autoestrada;
214444353;Phelper.istas;2;
214444353;Camadas;1;
214444353;Velocidade Máxima;100;
214444353;Nome;Rodovia Anhanguera;
214444353;Sentido único;Sim;
214444353;ref;"SP-330;BR-050";
214444353;Superfície;Asfalto;
214444353;Pedágio;Sim;
214444353;wikipedia;pt:Rodovia Anhanguera;
214444354;Rodovia;Autoestrada;
214444354;Phelper.istas;2;
214444354;Velocidade Máxima;100;
214444354;Nome;Rodovia Anhanguera;
214444354;Sentido único;Sim;
214444354;ref;"SP-330;BR-050";
214444354;Superfície;Asfalto;
214444354;Pedágio;Sim;
214444354;wikipedia;pt:Rodovia Anhanguera;
214444355;Rodovia;Secondário;
214444355;Nome;Rodovia Anhangüera;
214444355;Sentido único;Sim;
214444355;Superfície;Pavimentado;
214444356;Rodovia;Autoestrada;
214444356;Phelper.istas;2;
214444356;Velocidade Máxima;100;
214444356;Nome;Rodovia Anhanguera;
214444356;Sentido único;Sim;
214444356;ref;"SP-330;BR-050";
214444356;Superfície;Asfalto;
214444356;Pedágio;Sim;
214444356;wikipedia;pt:Rodovia Anhanguera;
214444361;Rodovia;Não classificado;
214444361;Nome;Rua João Henrique da Silva;
214444362;Ponte;viaduct;
214444362;Rodovia;Secondário;
214444362;Phelper.istas;1;
214444362;Camadas;1;
214444362;Sentido único;Sim;
214444363;Rodovia;Secondário;
214444363;Velocidade Máxima;60;
214444363;Nome;Rua Robert Bosch;
214444363;Sentido único;Sim;
214444363;Superfície;Asfalto;
214444364;Ponte;viaduct;
214444364;Rodovia;Autoestrada;
214444364;Phelper.istas;2;
214444364;Camadas;1;
214444364;Velocidade Máxima;100;
214444364;Nome;Rodovia Anhanguera;
214444364;Sentido único;Sim;
214444364;ref;"SP-330;BR-050";
214444364;Superfície;Asfalto;
214444364;Pedágio;Sim;
214444364;wikipedia;pt:Rodovia Anhanguera;
214445119;Rodovia;service;
214445119;Nome;Rua Particular Grupo Pão de Açúcar;
214491457;building;Sim;
214491457;Nome;Bilheteria;
214491463;Lazer;stadium;
214491463;Nome;Arena Barueri;
214491463;sport;soccer;
214491463;wheelchair;Sim;
214493330;Rodovia;steps;
214493331;Rodovia;service;
214493331;service;driveway;
214493331;Superfície;Pavimentado;
214570188;Rodovia;Autoestrada;
214570188;Nome;Acesso Rodovia Anhangueras;
214570188;Sentido único;Sim;
214570188;Superfície;Pavimentado;
214570190;Rodovia;Secondário;
214570190;Nome;Avenida Jornalista Paulo Zingg;
214570190;Sentido único;Sim;
214570190;Superfície;Pavimentado;
214570193;Rodovia;Secondário;
214570193;Sentido único;Sim;
214570193;Superfície;Pavimentado;
214570196;Rodovia;Autoestrada;
214570196;Sentido único;Sim;
214570198;Uso da terra;grass;
214570199;Rodovia;Secondário;
214570199;Velocidade Máxima;40;
214570199;Nome;Acesso Avenida Jornalista Paulo Zingg;
214570199;Sentido único;Sim;
214570199;Superfície;Pavimentado;
214570200;Rodovia;Secondário;
214570200;Camadas;1;
214570200;Sentido único;Sim;
214570204;Bicicleta;Sim;
214570204;Ponte;Sim;
214570204;Rodovia;Secondário;
214570204;Camadas;1;
214570204;Sentido único;Sim;
214570204;Superfície;Pavimentado;
214570206;Rodovia;Secondário;
214570206;Velocidade Máxima;40;
214570206;Nome;Acesso Rodovia Anhanguera (Interior);
214570206;Sentido único;Sim;
214570206;Superfície;Pavimentado;
214570207;Rodovia;Autoestrada;
214570207;Phelper.istas;2;
214570207;Velocidade Máxima;100;
214570207;Nome;Rodovia Anhanguera;
214570207;Sentido único;Sim;
214570207;ref;"SP-330;BR-050";
214570207;Superfície;Asfalto;
214570207;Pedágio;Sim;
214570207;wikipedia;pt:Rodovia Anhanguera;
214570209;Rodovia;Secondário;
214570209;Nome;Avenida das Comunicações;
214570209;Sentido único;Sim;
214570209;Superfície;Pavimentado;
214570210;Bicicleta;Sim;
214570210;Ponte;viaduct;
214570210;Rodovia;footway;
214570210;Camadas;1;
214570215;Rodovia;Secondário;
214570215;Camadas;-5;
214570215;Sentido único;Sim;
214570217;Rodovia;Secondário;
214570217;Velocidade Máxima;40;
214570217;Nome;Acesso Rodovia Anhanguera (Capital);
214570217;Sentido único;Sim;
214570217;Superfície;Pavimentado;
214576124;Rodovia;Autoestrada;
214576124;Nome;Rodovia Anhangueras;
214576124;Sentido único;Sim;
214576124;Superfície;Pavimentado;
214576126;Rodovia;Secondário;
214576126;Nome;Avenida Alexandre Colares;
214576126;Sentido único;Sim;
214576126;Superfície;Asfalto;
214576127;Rodovia;Secondário;
214576127;Nome;Rodovia Anhangueras Pista Lateral;
214576127;Sentido único;Sim;
214576127;Superfície;Pavimentado;
214576128;Bicicleta;Sim;
214576128;Ponte;Sim;
214576128;Destino;Marginal Tietê;
214576128;Rodovia;Tronco de ligação;
214576128;Camadas;1;
214576128;Sentido único;Sim;
214576128;Superfície;Pavimentado;
214576130;Rodovia;Secondário;
214576131;Rodovia;Secondário;
214576131;Sentido único;Sim;
214576132;Camadas;1;
214576132;Estrada de ferro;Abandonado;
214576133;Rodovia;service;
214576134;Rodovia;Secondário;
214576134;Nome;Rodovia Anhangüera Pista Lateral;
214576134;Sentido único;Sim;
214576134;Superfície;Pavimentado;
214576137;Rodovia;Secondário;
214576137;maxheight;4.5;
214576137;Nome;Rua Joaquim Oliveira Freitas;
214576137;Sentido único;Sim;
214576137;Superfície;Asfalto;
214576139;Rodovia;Secondário;
214576139;Nome;Avenida Alexandre Colares;
214576139;Sentido único;Sim;
214576139;Superfície;Pavimentado;
214576141;Rodovia;Secondário;
214576141;Nome;Rua Manuel Monteiro de Araújo;
214576141;Sentido único;Sim;
214576141;Superfície;Pavimentado;
214576145;Rodovia;Secondário;
214576145;Sentido único;Sim;
214576145;Superfície;Pavimentado;
214576148;Rodovia;Secondário;
214576148;Nome;Avenida Alexandre Colares;
214576148;Sentido único;Não;
214576148;Superfície;Pavimentado;
214576150;Rodovia;Secondário;
214576150;Nome;Avenida Alexandre Colares;
214576150;Sentido único;Sim;
214576152;Rodovia;Secondário;
214576154;Rodovia;Secondário;
214576154;Sentido único;Sim;
214576155;Rodovia;service;
214576156;Destino;Avenida Marginal Tietê Central;
214576156;Rodovia;Tronco;
214576156;Nome;Avenida Frederico Fellini;
214576156;Sentido único;Sim;
214576156;Superfície;Pavimentado;
214576157;Rodovia;Secondário;
214576157;Nome;Rua Manuel Monteiro de Araújo;
214576157;Sentido único;Não;
214576157;Superfície;Pavimentado;
214576158;Rodovia;Autoestrada;
214576158;Sentido único;Sim;
214576604;Rodovia;Secondário;
214576604;Nome;Rodovia Anhangueras;
214576604;Sentido único;Sim;
214907214;Rodovia;Autoestrada;
214907214;Phelper.istas;2;
214907214;Velocidade Máxima;110;
214907214;Nome;Rodovia Anhanguera;
214907214;Sentido único;Sim;
214907214;ref;"SP-330;BR-050";
214907214;Superfície;Asfalto;
214907214;Pedágio;Sim;
214907214;wikipedia;pt:Rodovia Anhanguera;
214910611;Bicicleta;Sim;
214910611;Ponte;Sim;
214910611;Possui passagem de pedestres;Não;
214910611;Rodovia;Autoestrada;
214910611;Camadas;1;
214910611;Velocidade Máxima;60;
214910611;Nome;Complexo Viário Prefeito Olavo Egydio Setúbal;
214910611;Sentido único;Sim;
214910611;Superfície;Pavimentado;
214910611;wikipedia;pt:Complexo Viário Prefeito Olavo Egydio Setúbal;
214910613;Rodovia;Autoestrada;
214910613;Nome;Rodovia Anhangueras Pista Lateral;
214910613;Sentido único;Sim;
214910613;Superfície;Pavimentado;
214910615;Rodovia;Secondário;
214910615;Phelper.istas;2;
214910615;Sentido único;Sim;
214910977;Rodovia;Autoestrada;
214910977;Phelper.istas;2;
214910977;Velocidade Máxima;60;
214910977;Nome;Acesso Rodovia dos Bandeirantes;
214910977;Sentido único;Sim;
214910977;Superfície;Pavimentado;
217657704;Rodovia;Terciário;
217657704;Nome;Rua General Nélson Braga Moreira;
217657704;source;Bing;
217657706;Rodovia;Residencial;
217657706;Nome;Não;
217657707;Rodovia;Terciário;
217657707;Nome;Não;
217657707;source;Bing;
217657708;Rodovia;Residencial;
217657708;Nome;Rua Pastor Junílio da Silveira;
217657708;source;Bing;
217657709;Rodovia;Residencial;
217657709;Nome;Rua Pastor Junílio da Silveira;
217657709;source;Bing;
217657710;Rodovia;Residencial;
217657710;Nome;Rua Manuel Monteiro;
217657710;source;Bing;
217657711;Rodovia;Residencial;
217657711;source;Bing;
217657712;Rodovia;Terciário;
217657712;Nome;Rua São Bento;
217657712;source;Bing;
217657713;Rodovia;Residencial;
217657713;Nome;Rua São Francisco;
217657713;source;Bing;
217657714;Rodovia;Residencial;
217657714;Nome;Rua Mário Ferreira dos Santos;
217657714;source;Bing;
217675046;Rodovia;Residencial;
217675046;Nome;Rua Mário Moreira César;
217675046;source;Bing;
217675047;Rodovia;Residencial;
217675047;source;Bing;
217675047;Superfície;Pavimentado;
217675048;Rodovia;Residencial;
217675048;Nome;Rua Dirceu Vaz;
217675048;source;Bing;
217675050;Rodovia;Residencial;
217675050;Nome;Rua Jeronimo;
217675050;source;Bing;
217675051;Rodovia;Residencial;
217675051;Nome;Rua José Carlos aRAÚJO;
217675051;source;Bing;
217675051;Superfície;Pavimentado;
217675052;Rodovia;Residencial;
217675052;Nome;Rua Capitão Ben Pinheiro;
217675052;Superfície;Pavimentado;
217676879;Rodovia;Residencial;
217676882;Rodovia;Residencial;
217676882;Nome;Rua Maria da Glória;
217676882;source;Bing;
217676883;Rodovia;Residencial;
217676883;Nome;Rua Pajé;
217676883;source;Bing;
217676884;Rodovia;Residencial;
217676884;source;Bing;
217676885;Rodovia;Residencial;
217676885;Nome;Viela Porto dos Milagres;
217676886;Rodovia;Residencial;
217676886;Nome;Viela Ana Madalena Ferreira;
217677874;Rodovia;Residencial;
217677874;source;Bing;
217677875;Rodovia;Residencial;
217677875;Nome;Rua João Miguel;
217677875;source;Bing;
217677876;Rodovia;Residencial;
217677876;source;Bing;
217677877;Rodovia;Residencial;
217677877;Nome;Rua Benedito Costa;
217677877;source;Bing;
217677878;Rodovia;Residencial;
217677878;source;Bing;
217677879;Rodovia;Residencial;
217677879;Nome;Rua Sanji FukuShima;
217677879;source;Bing;
217677880;Rodovia;Residencial;
217677880;source;Bing;
217822152;Rodovia;Secondário;
217822152;Phelper.istas;2;
217822152;Velocidade Máxima;60;
217822152;Nome;Avenida Alphaville;
217822152;Sentido único;Sim;
217822152;Superfície;Asfalto;
218832339;Rodovia;Secondário;
218832339;Nome;Avenida Andrômeda;
218832339;Sentido único;Sim;
218832340;Rodovia;Terciário;
218832340;Nome;Avenida Andrômeda;
218832340;Sentido único;Sim;
218832341;building;Sim;
218832342;building;Sim;
218832343;building;Sim;
218832344;building;Sim;
218832345;Uso da terra;commercial;
218832345;Nome;Não;
218832346;Uso da terra;commercial;
218832347;building;Sim;
218832348;building;Sim;
218832349;building;Sim;
218832350;building;Sim;
218832351;building;Sim;
218832352;building;Sim;
218832353;building;Sim;
218832354;building;Sim;
218832355;building;Sim;
218832356;building;Sim;
218832357;building;Sim;
218832358;building;Sim;
218832359;building;Sim;
218832360;building;Sim;
218832361;building;Sim;
218832362;Rodovia;Não classificado;
218832362;Nome;Rua Bonhard;
218832362;Sentido único;Sim;
218832362;Superfície;Asfalto;
218832363;Rodovia;service;
218832363;Sentido único;Sim;
218832364;Rodovia;Secondário;
218832364;Nome;Avenida Doutor Dib Sauia Neto;
218832364;Sentido único;Sim;
218832365;Rodovia;service;
218832365;Sentido único;Sim;
218832366;Rodovia;service;
218832366;Sentido único;Sim;
218832366;Superfície;Asfalto;
219564191;Rodovia;Autoestrada;
219564191;Phelper.istas;3;
219564191;Velocidade Máxima;100;
219564191;Velocidade Máxima;90;
219564191;Velocidade Máxima;90;
219564191;Nome;Rodovia Presidente Castelo Branco;
219564191;Sentido único;Sim;
219564191;ref;"SP-280;BR-374";
219564191;Nome;Rodovia Castelo Branco;
219564191;Superfície;Pavimentado;
219564191;wikipedia;pt:Rodovia Castelo Branco;
220359880;Bicicleta;Sim;
220359880;Possui passagem de pedestres;Sim;
220359880;Rodovia;Residencial;
220359880;Cavalo;Sim;
220359880;Velocidade Máxima;30;
220359880;Nome;Rua General Alencastro Guimarães;
220359880;Sentido único;Não;
220359880;Superfície;Asfalto;
220359985;Bicicleta;Sim;
220359985;Possui passagem de pedestres;Sim;
220359985;Rodovia;Residencial;
220359985;Cavalo;Sim;
220359985;Velocidade Máxima;30;
220359985;Nome;Rua Doutor Roberto Tarle;
220359985;Superfície;Asfalto;
220360240;Rodovia;Residencial;
220360240;Velocidade Máxima;30;
220360240;Nome;Rua Doutor José Ribeiro de Paiva;
220360240;Superfície;Asfalto;
220360555;Rodovia;Residencial;
220360555;Velocidade Máxima;30;
220360555;Nome;Rua General Alencastro Guimarães;
220360555;Superfície;Asfalto;
220360621;Rodovia;Residencial;
220360621;Velocidade Máxima;30;
220360621;Nome;Rua Rudi Schaly;
220360621;Superfície;Asfalto;
220360775;Rodovia;Residencial;
220360775;Nome;Avenida Cardeal Mota;
220360775;Sentido único;Sim;
220360775;Superfície;Asfalto;
220360872;Rodovia;Residencial;
220360872;Nome;Avenida Cardeal Mota;
220360872;Sentido único;Sim;
220360872;Superfície;Asfalto;
220361326;addr:city;São Paulo;
220361326;addr:street;Rua Monte Pascal;
220361326;amenity;fuel;
220361326;brand;Extra;
220361326;building;Sim;
220361326;Nome;Posto Extra;
220361326;roof:material;metal;
220636797;Bicicleta;Não;
220636797;Possui passagem de pedestres;private;
220636797;Rodovia;Não classificado;
220636797;Cavalo;Não;
220636797;Velocidade Máxima;20;
220636797;motor_vehicle;private;
220636797;Superfície;Pavimentado;
222930796;Rodovia;Secondário;
222930796;Phelper.istas;2;
222930796;Nome;Avenida Marcos Penteado de Ulhôa Rodrigues;
222930796;Sentido único;Sim;
222930796;source;Bing;
222930796;Superfície;Asfalto;
223329575;Rodovia;Residencial;
223329575;Nome;Rua Zuma de Sá Fernandes;
223329575;source;Bing;
223329577;Rodovia;Residencial;
223329577;Nome;Rua Zuma de Sá Fernandes;
223329577;source;Bing;
223368086;Rodovia;Residencial;
223368086;Nome;Rua Nossa Senhora da Conceição Aparecida;
223368086;source;Bing;
224178203;Rodovia;Secondário;
224178203;Nome;Avenida dos Pássaros;
224178203;Sentido único;Sim;
224178204;Rodovia;Secondário;
224178204;Nome;Avenida dos Pássaros;
224178204;Sentido único;Sim;
224178205;Rodovia;Secondário;
224178205;Sentido único;Sim;
224178206;Rodovia;Secondário;
224178206;Sentido único;Sim;
224178209;Rodovia;Secondário;
224178209;Nome;Avenida Doutor Yoshiro Takaoka;
224178210;Rodovia;Secondário;
224178210;Nome;Avenida Doutor Yoshiro Takaoka;
224178210;Sentido único;Sim;
224178210;Superfície;Asfalto;
224178211;Rodovia;Secondário;
224178211;Nome;Avenida Doutor Yoshiro Takaoka;
224178211;Sentido único;Sim;
224178211;Superfície;Asfalto;
224178212;Rodovia;Secondário;
224178212;Sentido único;Sim;
224178213;Rodovia;Secondário;
224178213;Nome;Avenida Doutor Yoshiro Takaoka;
224178213;Superfície;Asfalto;
224178530;Rodovia;Secondário;
224178530;Nome;Avenida Doutor Yoshiro Takaoka;
224178530;Sentido único;Sim;
224178530;Superfície;Asfalto;
224178531;Rodovia;Secondário;
224178531;Nome;Avenida Doutor Yoshiro Takaoka;
224178531;Sentido único;Sim;
224178531;Superfície;Asfalto;
224178532;Rodovia;service;
224178532;service;driveway;
224178533;Rodovia;Secondário;
224178533;Sentido único;Sim;
224178533;Superfície;Asfalto;
224178534;Rodovia;Secondário;
224178534;Nome;Estrada dos Alpes;
224178534;Sentido único;Sim;
224178535;Rodovia;Secondário;
224178535;Nome;Estrada dos Alpes;
224178535;Sentido único;Sim;
224178535;Superfície;Asfalto;
224178536;Rodovia;Secondário;
224178536;Nome;Estrada dos Alpes;
224178536;Sentido único;Sim;
224178536;Superfície;Asfalto;
224178537;Rodovia;Não classificado;
224178537;source;Bing;
224404641;Rodovia;Não classificado;
224404641;Nome;Avenida Ceci;
224404641;Superfície;Asfalto;
224404642;Rodovia;Residencial;
224404642;Nome;Avenida Tucunaré;
224404642;Sentido único;Sim;
224404642;Superfície;Asfalto;
224404643;Rodovia;Secondário;
224404643;Sentido único;Sim;
224404643;Superfície;Asfalto;
224404646;Rodovia;Secondário;
224404646;Phelper.istas;2;
224404646;Nome;Avenida Mackenzie;
224404646;Sentido único;Não;
224404646;Superfície;Asfalto;
224404647;Rodovia;Residencial;
224404647;Nome;Avenida Aruanã;
224404647;Sentido único;Sim;
224404647;Superfície;Asfalto;
224404648;Rodovia;Secondário;
224404648;Phelper.istas;2;
224404648;Nome;Avenida Piraíba;
224404648;Sentido único;Sim;
224404648;Superfície;Asfalto;
224404651;Rodovia;Secondário;
224404651;Sentido único;Sim;
224404651;Superfície;Asfalto;
224404653;Rodovia;Residencial;
224404653;Nome;Avenida Tucunaré;
224404653;Sentido único;Sim;
224404653;Superfície;Asfalto;
224404654;Rodovia;Secondário;
224404654;Phelper.istas;2;
224404654;Nome;Avenida Piraíba;
224404654;Sentido único;Sim;
224404654;Superfície;Asfalto;
224810203;Rodovia;Autoestrada;
224810203;Phelper.istas;3;
224810203;Velocidade Máxima;120;
224810203;Velocidade Máxima;90;
224810203;Velocidade Máxima;90;
224810203;Nome;Rodovia Presidente Castelo Branco;
224810203;Sentido único;Sim;
224810203;ref;"SP-280;BR-374";
224810203;Nome;Rodovia Castelo Branco;
224810203;Superfície;Pavimentado;
224810203;wikipedia;pt:Rodovia Castelo Branco;
224810205;Uso da terra;industrial;
224810205;source;Bing;
224810206;Uso da terra;industrial;
224810206;source;Bing;
224810207;Uso da terra;industrial;
224810207;source;Bing;
224810208;Uso da terra;industrial;
224810208;source;Bing;
224810209;Uso da terra;quarry;
224810211;Rodovia;service;
224810211;source;Bing;
224810212;Rodovia;service;
224810212;junction;roundabout;
224810212;source;Bing;
224810217;Rodovia;Não classificado;
224810217;Nome;Estrada dos Alpes;
224810217;source;Bing;
224810217;Superfície;Asfalto;
224810218;Rodovia;Residencial;
224810218;Nome;Estrada de Servidão;
224810218;source;Bing;
224810221;Rodovia;service;
224810221;source;Bing;
224810222;Rodovia;service;
224810222;Sentido único;Sim;
224810222;source;Bing;
224810223;Rodovia;service;
224810223;source;Bing;
224810224;Rodovia;service;
224810224;Sentido único;Sim;
224810224;source;Bing;
224810225;Rodovia;service;
224810225;source;Bing;
224810226;Rodovia;service;
224810226;source;Bing;
224810230;Rodovia;service;
224810230;source;Bing;
224810236;Rodovia;Não classificado;
224810236;source;Bing;
224810238;Rodovia;service;
224810238;source;Bing;
224810240;Rodovia;Autoestrada;
224810240;Sentido único;Sim;
224810240;source;Bing;
224810241;Rodovia;service;
224810241;source;Bing;
224810243;Rodovia;Não classificado;
224810243;Nome;Estrada Pari;
224810243;source;Bing;
224810247;Rodovia;service;
224810247;source;Bing;
224810248;Rodovia;Não classificado;
224810248;source;Bing;
224810249;Rodovia;service;
224810249;source;Bing;
224810251;Rodovia;service;
224810251;source;Bing;
224810252;natural;wood;
224810252;source;Bing;
225121700;Uso da terra;industrial;
225121700;source;Bing;
225505783;Estrada de ferro;rail;
225505783;service;siding;
225505783;source;Bing;
225505784;Estrada de ferro;rail;
225505784;service;siding;
225505784;source;Bing;
225505785;Estrada de ferro;rail;
225505785;service;siding;
225505785;source;Bing;
225505786;Estrada de ferro;rail;
225505786;service;siding;
225505786;source;Bing;
225505787;Estrada de ferro;rail;
225505787;service;siding;
225505787;source;Bing;
225505788;Estrada de ferro;rail;
225505788;service;siding;
225505788;source;Bing;
225505789;Estrada de ferro;rail;
225505789;service;siding;
225505789;source;Bing;
225505790;Rodovia;Residencial;
225505790;Sentido único;Sim;
225505791;Lazer;Parque;
225505791;Nome;Bosque da Amizade;
225505791;source;Bing;
225505792;Estrada de ferro;rail;
225505792;service;siding;
225505792;source;Bing;
225505793;Estrada de ferro;rail;
225505793;service;siding;
225505793;source;Bing;
225505794;Estrada de ferro;rail;
225505794;service;siding;
225505794;source;Bing;
225505795;Estrada de ferro;rail;
225505795;service;siding;
225505795;source;Bing;
225505796;Estrada de ferro;rail;
225505796;service;siding;
225505796;source;Bing;
225505797;Estrada de ferro;rail;
225505797;service;siding;
225505797;source;Bing;
225505798;Estrada de ferro;rail;
225505798;service;siding;
225505798;source;Bing;
225505799;Estrada de ferro;rail;
225505799;service;siding;
225505799;source;Bing;
225505800;Estrada de ferro;rail;
225505800;service;siding;
225505800;source;Bing;
225505801;Estrada de ferro;rail;
225505801;service;siding;
225505801;source;Bing;
225505802;Rodovia;Residencial;
225505802;Sentido único;Sim;
225505803;Estrada de ferro;rail;
225505803;service;siding;
225505803;source;Bing;
225505804;Estrada de ferro;rail;
225505804;service;siding;
225505804;source;Bing;
225505805;Estrada de ferro;rail;
225505805;service;siding;
225505805;source;Bing;
225505806;Estrada de ferro;rail;
225505806;service;siding;
225505806;source;Bing;
225505807;Estrada de ferro;rail;
225505807;service;siding;
225505807;source;Bing;
225505808;Estrada de ferro;rail;
225505808;service;siding;
225505808;source;Bing;
225506267;Rodovia;steps;
225506267;Nome;Sim;
225506268;access;destination;
225506268;Rodovia;service;
225506268;Nome;Não;
225506268;service;alley;
225506271;access;destination;
225506271;Rodovia;service;
225506271;Nome;Não;
225506271;narrow;Sim;
225506271;service;alley;
225506272;access;destination;
225506272;Rodovia;service;
225506272;Nome;Não;
225506272;narrow;Sim;
225506272;service;alley;
225506274;access;destination;
225506274;Rodovia;service;
225506274;Nome;Rua Quatro de Dezembro;
225506274;narrow;Sim;
225506274;service;alley;
225506276;access;destination;
225506276;Rodovia;service;
225506276;Nome;Avenida José Maria da Silva;
225506276;service;alley;
225506278;access;destination;
225506278;Rodovia;service;
225506278;Nome;Rua Assum Preto;
225506278;service;alley;
225506280;Rodovia;Residencial;
225506280;Nome;Avenida José Maria da Silva;
225506280;Nome;survey;
225506282;access;destination;
225506282;Rodovia;service;
225506282;Nome;Rua Betim;
225506282;narrow;Sim;
225506282;service;alley;
225510283;Rodovia;Residencial;
225510283;Nome;Rua Jacob Fornanzari;
225510283;source;Bing;
225510283;Superfície;Asfalto;
225510286;Rodovia;Residencial;
225510286;Nome;Rua Abel Seixas;
225510286;source;Bing;
225510286;Superfície;Asfalto;
225510287;Rodovia;Residencial;
225510287;Sentido único;Sim;
225510287;source;Bing;
225510287;Superfície;Asfalto;
225510288;Rodovia;Residencial;
225510288;Nome;Rua José Pardini;
225510288;source;Bing;
225510288;Superfície;Asfalto;
225510289;Rodovia;Residencial;
225510289;Nome;Rua Abelardo de Oliveira;
225510289;source;Bing;
225510289;Superfície;Asfalto;
225510291;Rodovia;Residencial;
225510291;Nome;Rua Ovídio Bornacina;
225510291;source;Bing;
225510291;Superfície;Asfalto;
226014659;Rodovia;Autoestrada;
226014659;Phelper.istas;1;
226014659;Velocidade Máxima;70;
226014659;Nome;Acesso Marginal Tietê (Expressa);
226014659;Sentido único;Sim;
226014659;Superfície;Pavimentado;
226015325;Rodovia;Residencial;
226015325;Nome;Rua Pedro Colaco;
226015325;Sentido único;Sim;
226015325;Superfície;Asfalto;
226015326;Rodovia;Residencial;
226015326;Nome;Rua Manuel de Carvalho;
226015326;Superfície;Asfalto;
226015330;Rodovia;primary;
226015330;Phelper.istas;2;
226015330;Velocidade Máxima;50;
226015330;Nome;Avenida Raimundo Pereira de Magalhães;
226015330;Sentido único;Sim;
226015330;Superfície;Asfalto;
226015334;Rodovia;primary_link;
226015334;Sentido único;Sim;
226015334;Superfície;Asfalto;
226015335;Rodovia;Residencial;
226015335;Nome;Rua Miguel Téles;
226015335;Sentido único;Sim;
226015335;Superfície;Asfalto;
226015336;Rodovia;primary_link;
226015336;Sentido único;Sim;
226015624;Rodovia;Tronco;
226015624;Phelper.istas;2;
226015624;Velocidade Máxima;70;
226015624;Sentido único;Sim;
226015624;Superfície;Pavimentado;
226015626;Rodovia;Tronco de ligação;
226015626;Phelper.istas;2;
226015626;Velocidade Máxima;50;
226015626;Sentido único;Sim;
226015626;Superfície;Pavimentado;
226021411;Rodovia;Tronco;
226021411;Phelper.istas;2;
226021411;Velocidade Máxima;60;
226021411;Nome;Avenida Embaixador Macedo Soares (Central);
226021411;Sentido único;Sim;
226021411;Superfície;Pavimentado;
226021412;Rodovia;Tronco;
226021412;Phelper.istas;2;
226021412;Velocidade Máxima;60;
226021412;Nome;Avenida Embaixador Macedo Soares (Central);
226021412;Sentido único;Sim;
226021412;Superfície;Pavimentado;
226021416;Rodovia;Autoestrada;
226021416;Phelper.istas;2;
226021416;Velocidade Máxima;50;
226021416;Nome;Acesso a Rodovia dos Bandeirantes;
226021416;Sentido único;Sim;
226021416;Superfície;Pavimentado;
226030596;Rodovia;Tronco;
226030596;Phelper.istas;2;
226030596;Velocidade Máxima;50;
226030596;Nome;Acesso a Rodovia dos Bandeirantes;
226030596;Sentido único;Sim;
226030596;Superfície;Asfalto;
226030597;Rodovia;Autoestrada;
226030597;Phelper.istas;2;
226030597;Velocidade Máxima;70;
226030597;Nome;Acesso a pista expressa;
226030597;Sentido único;Sim;
226030597;Superfície;Pavimentado;
226030599;Rodovia;Tronco;
226030599;Phelper.istas;2;
226030599;Velocidade Máxima;50;
226030599;Nome;Não;
226030599;Sentido único;Sim;
226030599;Superfície;Pavimentado;
226146632;abandoned;Sim;
226146632;electrified;contact_line;
226146632;Estrada de ferro;rail;
226146632;service;yard;
226151373;Rodovia;Residencial;
226151373;Nome;Rua Gustave Doret;
226151373;Superfície;Asfalto;
226640216;Rodovia;Secondário;
226640216;Nome;Avenida Marginal do Ribeirão;
226640216;Sentido único;Sim;
226640216;Superfície;Pavimentado;
226640218;Rodovia;Secondário;
226640218;Nome;Avenida Marginal do Ribeirão;
226640218;Sentido único;Sim;
226640218;Superfície;Pavimentado;
226640219;Rodovia;Secondário;
226640219;Nome;Avenida Leonil Cre Bartolosso;
226640219;Nome;Avenida Marginal do Ribeirão;
226640219;Sentido único;Não;
226640219;Superfície;Pavimentado;
226665344;Rodovia;primary;
226665344;Nome;Avenida Batatais;
226665344;Nome;Estrada Velha de Itapevi;
226665344;Sentido único;Sim;
226665344;Superfície;Pavimentado;
226665974;Rodovia;primary;
226665974;Nome;Avenida do Exército Brasileiro;
226665974;Sentido único;Sim;
226665974;Superfície;Asfalto;
226666838;Rodovia;Tronco;
226666838;Nome;Avenida Desembargador Eduardo Cunha de Abreu;
226666838;Sentido único;Sim;
226666838;Superfície;Pavimentado;
226666839;Rodovia;primary;
226666839;Phelper.istas;3;
226666839;Nome;Não;
226666839;Sentido único;Sim;
226666839;Superfície;Asfalto;
227219907;addr:city;São Paulo;
227219907;addr:street;Avenida Escola Politécnica;
227219907;Camadas;-1;
227219907;Nome;Ribeirão Jaguaré;
227219907;tunnel;culvert;
227219907;waterway;stream;
227219912;Rodovia;Tronco de ligação;
227219912;Phelper.istas;1;
227219912;Sentido único;Sim;
227219912;Superfície;Asfalto;
227805493;source;IBGE;
227805534;source;IBGE;
227805545;source;IBGE;
227805607;source;IBGE;
227805645;source;IBGE;
227938527;access;destination;
227938527;Rodovia;Residencial;
227938527;Phelper.istas;2;
227938527;Velocidade Máxima;30;
227938527;Nome;Alameda Araraquara;
227938527;Sentido único;Não;
227938527;Calçada;Não;
227938527;source;IBGE;
227938527;Superfície;Asfalto;
228081532;Bicicleta;Sim;
228081532;Rodovia;footway;
