184049290;Auto estrada;Sinal de Trânsito;
184049290;Sinal de Trânsito;Sinal;
184049324;amenity;Restaurante;
184049324;Cozinha;Rede de grelhados;
184049324;Nome;Outback Steakhouse;
184049324;Concessionária;Outback Steakhouse;
184049449;tourism;hotel;
184057841;Auto estrada;Sinal de Trânsito;
184058197;amenity;Posto de gasolina;
184058197;Concessionária;Texaco;
251803975;Auto estrada;Sinal de Trânsito;
251805270;Auto estrada;Sinal de Trânsito;
267980224;Bicicleta;Sim;
267980224;Auto estrada;Cruzamento;
267980229;Auto estrada;Cruzamento;
267980864;Auto estrada;Cruzamento;
274042233;local_ref;4;
274042233;Nome;Barueri;
274042233;Transporte Público;Parada;
274042233;Estrada de ferro;Parada;
274042233;Trem;Sim;
274042294;Nome;Jardim Silveira;
274042294;Transporte Público;Parada;
274042294;Estrada de ferro;Parada;
274042294;Trem;Sim;
274042506;Barreira;gates;
274042506;Cruzamento com sinal sonoro;no;
274042506;Cruzamento com chicane;no;
274042506;Cruzamento iluminado;no;
274042506;Cruzamento em diagonal;no;
274042506;Cruzamento Supervisionado;attendant;
274042506;Estrada de ferro;Cruzamento;
292403293;Auto estrada;Sinal de Trânsito;
292403293;Sinal de Trânsito;Sinal;
292415137;Auto estrada;Mini rotatória;
292420198;Auto estrada;Sinal de Trânsito;
292420198;Sinal de Trânsito;Sinal;
292424249;Sem saída;Sim;
292424690;Auto estrada;Sinal de Trânsito;
292424690;Sinal de Trânsito;Sinal;
292425868;Auto estrada;Rotatória;
293744677;Auto estrada;Sinal de Trânsito;
298813318;Auto estrada;Sinal de Trânsito;
298813318;Sinal de Trânsito;Sinal;
298815599;Auto estrada;Mini rotatória;
298816260;Auto estrada;Mini rotatória;
298816267;Auto estrada;Mini rotatória;
298816269;Auto estrada;Mini rotatória;
299169921;Cruzamento;Sinal de Trânsito;
299169921;Auto estrada;Sinal de Trânsito;
318306366;Estrada de ferro;Interrupção de linha férrea;
338834374;Auto estrada;Mini rotatória;
338835981;Auto estrada;Mini rotatória;
338836624;Auto estrada;Rotatória;
338836625;Auto estrada;Rotatória;
349648144;Auto estrada;Sinal de Trânsito;
349648144;Sinal de Trânsito;Sinal;
349696871;Auto estrada;Mini rotatória;
349731133;Número;173;
349731133;Rua;Rua Antonio Alarcon;
349731133;Nome;Goma Laurutsa;
350669716;Auto estrada;Mini rotatória;
350672652;Auto estrada;Mini rotatória;
368179758;IBGE:GEOCODIGO;350570815;
368179758;Nome;Jardim Belval;
368179758;Lugar;village;
368179758;Fonte;IBGE;
368179761;IBGE:GEOCODIGO;350570810;
368179761;Nome;Aldeia;
368179761;Lugar;village;
368179761;Fonte;IBGE;
368180197;IBGE:GEOCODIGO;351060905;
368180197;Nome;Carapicuíba;
368180197;Lugar;Cidade;
368180197;População;388532;
368180197;Classificação;30;
368180197;Fonte;IBGE;
368180197;wikidata;Q176891;
368180198;IBGE:GEOCODIGO;352500305;
368180198;Nome;Jandira;
368180198;Lugar;Cidade;
368180198;População;110325;
368180198;Classificação;30;
368180198;Fonte;IBGE;
368180198;wikidata;Q1646970;
369745837;Auto estrada;Mini rotatória;
394941435;Auto estrada;Parada;
394941435;local_ref;Terminal de Ônibus;
394941435;Nome;Terminal de Ônibus;
394941435;Transporte Público;platform;
394941435;shelter;Sim;
394941435;Fonte;Circular 2;
396034683;Barreira;Pedágio;
396034683;Carregar;"2.00 BRL/car;0.00 BRL/motorcycle;2.00 BRL/hgv";
396034683;Observação;Tamboré - 1;
396034683;Concessionária;CCR Rodoanel Oeste;
396034683;Fonte;km 14 / Castello Branco (externa);
396034706;Cruzamento;zebra;
396034706;Auto estrada;Cruzamento;
408863008;Auto estrada;Sinal de Trânsito;
408863008;Sinal de Trânsito;Sinal;
408932164;amenity;Posto de gasolina;
408932164;Marca;BR;
408932351;amenity;Posto de gasolina;
408932351;Marca;Ipiranga;
408932620;amenity;Posto de gasolina;
408932620;Fazer compras;convenience;
408933808;amenity;Posto de gasolina;
408933808;Marca;BR;
408988505;Nome;Vila Leopoldina;
408988505;Lugar;suburb;
409012634;Cruzamento;Sinal de Trânsito;
409012634;Auto estrada;Sinal de Trânsito;
435264982;amenity;taxi;
435264985;amenity;Farmácia;
435264985;Concessionária;Droga Raia;
435264989;amenity;Restaurante;
435264989;Nome;Alpha Point;
435867715;Auto estrada;Sinal de Trânsito;
435867718;Auto estrada;Sinal de Trânsito;
435867845;Auto estrada;Cruzamento;
435867973;Auto estrada;Mini rotatória;
435868032;Auto estrada;Rotatória;
435868076;traffic_calming;Colisão;
435868092;traffic_calming;Colisão;
435868098;Auto estrada;Mini rotatória;
435868099;Auto estrada;Mini rotatória;
435868103;Auto estrada;Mini rotatória;
435868104;Auto estrada;Mini rotatória;
435868105;Auto estrada;Mini rotatória;
435868124;Auto estrada;Mini rotatória;
435883730;amenity;police;
435883730;Nome;Policia Militar;
435883731;Nome;Alphaville 2;
435883733;amenity;Restaurante;
435883733;Nome;America;
435883734;amenity;Restaurante;
435883734;Nome;Novilho de Prata;
435883735;Nome;Banca Graciosa;
435883735;Fazer compras;books;
435905680;amenity;Farmácia;
435905680;Nome;Farma Life;
435905687;amenity;Restaurante;
435905687;Nome;La Ville;
435905689;amenity;Estacionamento;
435905692;amenity;Farmácia;
435905692;Nome;Droga Rani;
435905694;FIXME;Confirmar nome;
435905694;amenity;Restaurante;
435905694;Nome;Kyoto Temakeria;
435905728;amenity;taxi;
436553635;access;destination;
436553635;Barreira;gate;
436553635;exit;service;
445445588;amenity;Restaurante;
445445588;Nome;Malagueta;
445445590;amenity;Restaurante;
445445590;Nome;Galeteria Gaucha;
445445591;amenity;Posto de gasolina;
445445593;amenity;Estacionamento;
445445595;amenity;pub;
445445595;Nome;Black Horse;
445445597;amenity;Restaurante;
445445597;Nome;Kyoto;
445445599;amenity;pub;
445445599;Nome;Maria Joao;
445445602;amenity;Escola;
445445602;Nome;Cel Lep;
445445606;leisure;Centro Desportivo;
445445606;Nome;Pele Academia;
445445610;amenity;Restaurante;
445445610;Nome;Quality Food;
445445622;Auto estrada;Parada;
445445626;Auto estrada;Parada;
445445631;amenity;Caixa eletrônico;
445445631;Nome;Bradesco;
445445631;Concessionária;Bradesco;
445449938;is_in;Barueri;
445449938;Nome;Alphaville;
445449938;Lugar;suburb;
445449940;amenity;Estacionamento;
445449941;amenity;Restaurante de Fast Food;
445449941;Cozinha;Amburgueria;
445449941;Nome;McDonald's;
445449942;Cidade;Barueri;
445449942;Nome;Grand Cru;
445449942;Número;1443;
445449942;CEP;06455000;
445449942;Rua;Alameda Araguaia;
445449942;Descrição;Wine Store;
445449942;Nome;Gran Cru;
445449942;Telefone;01141918707;
445449942;Fazer compras;alcohol;
445449942;website;http://www.grandcru.com.br/;
445449949;amenity;Restaurante;
445449949;Nome;Tenis Club;
445662664;tourism;hotel;
445662667;Cidade;Barueri;
445662667;Rua;Alameda Rio Negro;
445662667;Bairro;Alphaville;
445662667;amenity;Banco;
445662667;Caixa eletrônico;Sim;
445662667;Nome;Banco Itaú;
445662667;Concessionária;Itaú Unibanco;
445662677;amenity;Restaurante;
445662677;Nome;Alpha Grill;
445662683;tourism;hotel;
445662727;Auto estrada;Sinal de Trânsito;
445662727;Sinal de Trânsito;Sinal;
446299368;Cidade;Barueri;
446299368;Número;2751;
446299368;Rua;Alameda Araguaia;
446299368;Nome;Sams Club;
446299368;Concessionária;Sams Club;
446299368;Fazer compras;Supermercado;
446299369;Nome;Wal Mart;
446299369;Concessionária;Wal Mart;
446299369;Fazer compras;Supermercado;
446299374;Auto estrada;Sinal de Trânsito;
446299374;Sinal de Trânsito;Sinal;
446299376;Auto estrada;Sinal de Trânsito;
446299376;Sinal de Trânsito;Sinal;
446299381;Auto estrada;Sinal de Trânsito;
446299381;Sinal de Trânsito;Sinal;
446299389;Auto estrada;Sinal de Trânsito;
446299389;Sinal de Trânsito;Sinal;
446299399;Auto estrada;Sinal de Trânsito;
446299399;Sinal de Trânsito;Sinal;
446304397;building;Sim;
446304397;Nome;Cafe Pele;
446305797;amenity;police;
446305798;amenity;Posto de gasolina;
446308545;Auto estrada;Junção de auto-estrada;
446308545;ref;16;
446308548;Auto estrada;Sinal de Trânsito;
446308548;Sinal de Trânsito;Sinal;
446308570;Cruzamento;zebra;
446308570;Auto estrada;Cruzamento;
446317123;Auto estrada;Cruzamento;
446317137;Auto estrada;Sinal de Trânsito;
446317137;Sinal de Trânsito;Sinal;
446318641;Auto estrada;Sinal de Trânsito;
446318641;Sinal de Trânsito;Sinal;
446318665;Cruzamento;zebra;
446318665;Auto estrada;Cruzamento;
450107198;amenity;Caixa eletrônico;
450107198;Nome;Bradesco;
450107198;Concessionária;Bradesco;
450107207;amenity;Caixa eletrônico;
450107207;Nome;Banco 24 Horas;
450107207;Concessionária;Banco 24 Horas;
450107218;amenity;Caixa eletrônico;
450107218;Nome;Santander;
450107218;Concessionária;Santander;
450107226;amenity;Caixa eletrônico;
450107226;Nome;Bradesco;
450107226;Concessionária;Bradesco;
450107333;traffic_calming;Colisão;
453583370;Auto estrada;Sinal de Trânsito;
453601576;Auto estrada;Sinal de Trânsito;
453601576;Sinal de Trânsito;Sinal;
453601580;Auto estrada;Sinal de Trânsito;
453613031;Auto estrada;Sinal de Trânsito;
453613038;Auto estrada;Sinal de Trânsito;
453613194;Auto estrada;Sinal de Trânsito;
453613200;Auto estrada;Sinal de Trânsito;
456043013;amenity;Farmácia;
456043013;Nome;Farmácia Sigma;
456043013;Cadeira de rodas;no;
456043041;Cidade;São Paulo;
456043041;Número;1539;
456043041;CEP;05089001;
456043041;Rua;Rua Guaipá;
456043041;amenity;Farmácia;
456043041;Nome;Droga Verde;
465015484;Bicicleta;Sim;
465015484;Auto estrada;Rotatória;
465015906;Auto estrada;Mini rotatória;
465016397;Auto estrada;Mini rotatória;
465028600;Auto estrada;Mini rotatória;
465061283;Auto estrada;Mini rotatória;
467722224;traffic_calming;hump;
469987373;man_made;works;
469987373;Nome;Razzo;
469987375;man_made;works;
469987375;Nome;VW Caminhoes;
469987789;Distância;21;
469987789;Auto estrada;Marco Histórico;
469987790;Auto estrada;Parada;
470104363;amenity;Banco;
470104363;Nome;Itau;
470104363;Concessionária;Itau;
472221881;Nome;Mercedes-benz;
472221881;Concessionária;Mercedes-benz;
472221881;Fazer compras;car;
472221889;Nome;Toyota;
472221889;Concessionária;Toyota;
472221889;Fazer compras;car;
477367025;Auto estrada;Mini rotatória;
485366821;Auto estrada;Mini rotatória;
485366883;Auto estrada;Sinal de Trânsito;
485366897;Auto estrada;Sinal de Trânsito;
485366900;Auto estrada;Sinal de Trânsito;
485617582;Cruzamento;Sinal de Trânsito;
485617582;Auto estrada;Sinal de Trânsito;
485617583;Cruzamento;Sinal de Trânsito;
485617583;Auto estrada;Sinal de Trânsito;
485617584;Cruzamento;Sinal de Trânsito;
485617584;Auto estrada;Sinal de Trânsito;
485617585;Cruzamento;Sinal de Trânsito;
485617585;Auto estrada;Sinal de Trânsito;
485617615;Auto estrada;Sinal de Trânsito;
485658609;Cruzamento;Sinal de Trânsito;
485658609;Auto estrada;Sinal de Trânsito;
485658646;Auto estrada;Sinal de Trânsito;
499611008;Auto estrada;Cruzamento;
499611022;Auto estrada;Cruzamento;
507071833;leisure;stadium;
507071833;Nome;Ginasio SESI Leopoldina;
507071835;amenity;college;
507071835;Nome;Universidade Mogi das Cruzes (UMC);
507071837;Rua;Avenida Imperatriz Leopoldina;
507071837;Nome;Pão de açúcar;
507071837;Fazer compras;Supermercado;
507071859;amenity;police;
507071859;Nome;91o. Distrito Policial;
507071860;amenity;Escola;
507071860;Nome;Colégio Oswald de Andrade;
509900948;Auto estrada;Rotatória;
509900953;Auto estrada;Rotatória;
509900954;Auto estrada;Rotatória;
509900955;Auto estrada;Rotatória;
509900958;Auto estrada;Rotatória;
509902835;Auto estrada;Mini rotatória;
509902847;Auto estrada;Sinal de Trânsito;
509902853;Auto estrada;Sinal de Trânsito;
536161173;Fonte;IBGE;
536161244;Fonte;IBGE;
536161247;Fonte;IBGE;
536161249;Fonte;IBGE;
536161252;Fonte;IBGE;
536161253;Fonte;IBGE;
536161256;Fonte;IBGE;
536161259;Fonte;IBGE;
536161261;Fonte;IBGE;
536161264;Fonte;IBGE;
536161265;Fonte;IBGE;
536161267;Fonte;IBGE;
536161269;Fonte;IBGE;
536161271;Fonte;IBGE;
536161273;Fonte;IBGE;
536161275;Fonte;IBGE;
536161277;Fonte;IBGE;
536161279;Fonte;IBGE;
536161282;Fonte;IBGE;
536161283;Fonte;IBGE;
536161285;Fonte;IBGE;
536161287;Fonte;IBGE;
536161290;Fonte;IBGE;
536161292;Fonte;IBGE;
536161296;Fonte;IBGE;
536161298;Fonte;IBGE;
536161300;Fonte;IBGE;
536161302;Fonte;IBGE;
536161330;Fonte;IBGE;
536161333;Fonte;IBGE;
536161335;Fonte;IBGE;
536161338;Fonte;IBGE;
536161340;Fonte;IBGE;
536161342;Fonte;IBGE;
536161345;Fonte;IBGE;
536161347;Fonte;IBGE;
536161348;Fonte;IBGE;
536161350;Fonte;IBGE;
536161352;Fonte;IBGE;
536161354;Fonte;IBGE;
536161356;Fonte;IBGE;
536161359;Fonte;IBGE;
536161361;Fonte;IBGE;
536161364;Fonte;IBGE;
536171784;Fonte;IBGE;
536171792;Fonte;IBGE;
536171807;Fonte;IBGE;
536171809;Fonte;IBGE;
536171868;Fonte;IBGE;
536171870;Fonte;IBGE;
536171872;Fonte;IBGE;
536172105;Fonte;IBGE;
536184804;Fonte;IBGE;
536184806;Fonte;IBGE;
536184808;Fonte;IBGE;
536184809;Fonte;IBGE;
536184818;Fonte;IBGE;
536205625;Fonte;IBGE;
536205629;Fonte;IBGE;
536205632;Fonte;IBGE;
536205634;Fonte;IBGE;
536205639;Fonte;IBGE;
536205645;Fonte;IBGE;
536205650;Fonte;IBGE;
536205655;Fonte;IBGE;
536205656;Fonte;IBGE;
536205660;Fonte;IBGE;
536205664;Fonte;IBGE;
536205671;Fonte;IBGE;
536205676;Fonte;IBGE;
536205704;Fonte;IBGE;
536205707;Fonte;IBGE;
609954917;Número;550;
609954917;Rua;Avenida Imperatriz Leopoldina;
609954917;amenity;university;
609954917;Nome;Universidade Mogi das Cruzes;
656261487;Nome;Quitaúna;
656261487;Transporte Público;Parada;
656261487;Estrada de ferro;Estação;
656261487;Trem;Sim;
656263840;local_ref;2;
656263840;Nome;Jardim Belval;
656263840;Transporte Público;Parada;
656263840;Estrada de ferro;Parada;
656263840;Trem;Sim;
656263840;Cadeira de rodas;no;
656265759;local_ref;2;
656265759;Nome;Jandira;
656265759;Transporte Público;Parada;
656265759;Estrada de ferro;Parada;
656265759;Trem;Sim;
656265762;local_ref;2;
656265762;Nome;Sagrado Coração;
656265762;Transporte Público;Parada;
656265762;Estrada de ferro;Parada;
656265762;Trem;Sim;
656266125;local_ref;2;
656266125;Nome;Engenheiro Cardoso;
656266125;Transporte Público;Parada;
656266125;Estrada de ferro;Parada;
656266125;Trem;Sim;
656272733;local_ref;3;
656272733;Nome;Itapevi;
656272733;Transporte Público;Parada;
656272733;Estrada de ferro;Parada;
656272733;Trem;Sim;
656274637;Estrada de ferro;halt;
656274637;Nome;Cimenrita;
656280585;Nome;General Miguel Costa;
656280585;Nome;Km 21;
656280585;Transporte Público;Parada;
656280585;Estrada de ferro;Parada;
656280585;Estrada de ferro;21;
656280585;Trem;Sim;
656281406;local_ref;2;
656281406;Nome;Santa Terezinha;
656281406;Transporte Público;Parada;
656281406;Estrada de ferro;Parada;
656281406;Trem;Sim;
656282457;local_ref;2;
656282457;Nome;Antônio João;
656282457;Transporte Público;Parada;
656282457;Estrada de ferro;Parada;
656282457;Trem;Sim;
656312664;local_ref;2;
656312664;Nome;Pirituba;
656312664;Transporte Público;Parada;
656312664;Estrada de ferro;Parada;
656312664;ref;PRT;
656312664;Trem;Sim;
656316299;local_ref;1;
656316299;Nome;Vila Clarice;
656316299;Transporte Público;Parada;
656316299;Estrada de ferro;Parada;
656316299;ref;VCL;
745702350;Nome;Kalunga;
745702350;Fazer compras;Estação;
745702371;amenity;Restaurante;
745702371;Nome;La Rocca;
745702380;amenity;car_rental;
745702380;Nome;Localiza;
745702380;Concessionária;Localiza;
745702381;amenity;Restaurante;
745702381;Nome;Giorgio;
745733270;amenity;telephone;
745733284;Auto estrada;Parada;
760115724;Nome;Open Space;
761884072;amenity;Restaurante;
761884072;Nome;Paiol;
761884079;amenity;Restaurante;
761884079;Nome;Grillarica;
763405790;Nome;Kalunga;
763405790;Fazer compras;Estação;
764539085;amenity;Restaurante de Fast Food;
764539085;Nome;Subway;
764539087;amenity;Restaurante de Fast Food;
764539087;Nome;Fast Taco;
764539088;amenity;Restaurante;
764539088;Nome;Sushi;
765184593;Auto estrada;Sinal de Trânsito;
765184593;Sinal de Trânsito;Sinal;
765184597;Auto estrada;Sinal de Trânsito;
765184597;Sinal de Trânsito;Sinal;
824001245;Auto estrada;Rotatória;
831994868;Auto estrada;Sinal de Trânsito;
831994868;Sinal de Trânsito;Sinal;
832040517;Auto estrada;Sinal de Trânsito;
832155828;Auto estrada;Mini rotatória;
832256405;Auto estrada;Rotatória;
832320494;Auto estrada;Rotatória;
832325935;Auto estrada;Mini rotatória;
832329963;Auto estrada;Rotatória;
832332081;Auto estrada;Rotatória;
832362728;Auto estrada;Sinal de Trânsito;
832362791;Auto estrada;Sinal de Trânsito;
832933930;Auto estrada;Rotatória;
833084640;Auto estrada;Rotatória;
886765589;entrance;main;
887123346;leisure;playground;
894831892;Auto estrada;Rotatória;
894832073;Auto estrada;Rotatória;
896601872;amenity;Posto de gasolina;
896601872;Marca;Ipiranga;
896601872;fuel:GTL_diesel;Sim;
896601872;fuel:diesel;Sim;
896601872;fuel:e10;no;
896601872;fuel:octane_100;Sim;
896601872;fuel:octane_91;Sim;
896601872;fuel:octane_95;Sim;
896601872;fuel:octane_98;Sim;
896601872;Concessionária;Ipiranga;
896601873;Energia;Torre;
896601875;Energia;Torre;
896601876;Energia;Torre;
896601877;amenity;Restaurante;
896601877;Nome;Obsessão;
896601878;Energia;Torre;
896601879;amenity;Restaurante de Fast Food;
896601879;Nome;Garrafão;
896602150;Energia;Torre;
896602151;Energia;Torre;
896602152;Energia;Torre;
896602153;Energia;Torre;
896602154;Energia;Torre;
896781224;man_made;Torre;
896781224;Nome;Reservatŕorio de Pirituba;
901155337;Auto estrada;Rotatória;
901155351;Auto estrada;Rotatória;
901155351;Fonte;Bing;
901155360;Auto estrada;Rotatória;
901155360;Fonte;Bing;
901155698;Auto estrada;Rotatória;
901155698;Fonte;Bing;
901227560;Auto estrada;Rotatória;
901227560;Fonte;Bing;
901227574;Auto estrada;Rotatória;
901227574;Fonte;Bing;
901227575;Auto estrada;Rotatória;
901227575;Fonte;Bing;
901227628;Auto estrada;Sinal de Trânsito;
901227628;Sinal de Trânsito;Sinal;
901227669;Auto estrada;Sinal de Trânsito;
901227669;Sinal de Trânsito;Sinal;
901227745;Auto estrada;Rotatória;
901227745;Fonte;Bing;
901227905;Auto estrada;Rotatória;
901227905;Fonte;Bing;
901271942;Sem saída;Sim;
901271957;Sem saída;Sim;
901271957;Fonte;Bing;
901271967;Sem saída;Sim;
901271990;Sem saída;Sim;
901271990;Fonte;Bing;
901272028;Auto estrada;Mini rotatória;
901272062;Sem saída;Sim;
901272084;Sem saída;Sim;
901272084;Fonte;Bing;
901272097;Sem saída;Sim;
901272121;Auto estrada;Mini rotatória;
901272127;Sem saída;Sim;
901272171;Sem saída;Sim;
901272171;Fonte;Bing;
901302333;Auto estrada;Rotatória;
905818850;amenity;pub;
905818850;Nome;Fabrica do Chopp;
914050461;is_in;São Paulo;
914050461;Nome;Alto da Lapa;
914050461;Lugar;suburb;
917291035;Auto estrada;Sinal de Trânsito;
917291050;Auto estrada;Sinal de Trânsito;
917625751;Auto estrada;Mini rotatória;
917625759;Bicicleta;Sim;
917625759;Auto estrada;Rotatória;
917625772;Auto estrada;Sinal de Trânsito;
917638768;Fonte;Bing;
917756359;Nome;City Pinheirinho;
917756359;Lugar;suburb;
917756360;Nome;Vila Maria Eugênia;
917756360;Lugar;suburb;
917756361;Nome;Jardim Líbano;
917756361;Lugar;suburb;
917756362;Nome;Residencial Vista Verde;
917756362;Lugar;suburb;
917756364;Nome;Jardim Santa Mônica;
917756364;Lugar;suburb;
917756365;Nome;Jardim Santo Elias;
917756365;Lugar;suburb;
917756366;Nome;Jardim Mangalot;
917756366;Lugar;suburb;
917756367;Nome;Jardim Maristela;
917756367;Lugar;suburb;
917756449;Nome;Parque Maria Domitila;
917756449;Lugar;suburb;
918540458;Nome;São Domingos;
918540458;Lugar;suburb;
926999447;Auto estrada;Sinal de Trânsito;
926999447;Sinal de Trânsito;Sinal;
927275397;Bicicleta;Sim;
927275397;Sem saída;Sim;
927291449;Auto estrada;Rotatória;
927291450;Auto estrada;Rotatória;
927291451;Auto estrada;Rotatória;
927427086;Auto estrada;Sinal de Trânsito;
929764417;Auto estrada;Mini rotatória;
932445672;Auto estrada;Rotatória;
932457550;amenity;Banco;
932457550;Nome;Caixa Econôminca Federal;
932457552;amenity;Banco;
932457552;Nome;Bradesco;
932457553;amenity;Banco;
932457553;Nome;Santander;
932457554;amenity;Banco;
932457554;Nome;Itaú;
932457555;amenity;Banco;
932457555;Nome;Banco do Brasil;
932457556;amenity;Banco;
932457556;Nome;Bradesco;
934050080;Auto estrada;Sinal de Trânsito;
934276733;Auto estrada;Mini rotatória;
934276818;Auto estrada;Sinal de Trânsito;
934277030;Auto estrada;Rotatória;
934332887;amenity;Banco;
934332887;Nome;Caixa Federal;
934332888;amenity;Banco;
934332888;Nome;Banco do Brasil;
935325686;Auto estrada;Rotatória;
935374521;Auto estrada;Rotatória;
935380415;Auto estrada;Rotatória;
935465080;Auto estrada;Rotatória;
935465217;Auto estrada;Rotatória;
935978129;Auto estrada;Sinal de Trânsito;
936059075;Auto estrada;Sinal de Trânsito;
936059098;Auto estrada;Sinal de Trânsito;
936596891;amenity;Banco;
936596891;Nome;Itaú;
936599240;amenity;Banco;
936599240;Nome;HSBC;
936599604;amenity;Banco;
936599604;Nome;Bradesco;
936600997;amenity;Banco;
936600997;Nome;Santander;
